raw_user_id,seed,uniform NDCG@20,past-only NDCG@20,diff
AE2VOJFVXXG6VBM2LDUC6HOPLJQQ,42,0,0,0
AE2VYGMIHGYKXPCUO7RRALLOXZQA,42,0,0,0
AE2WMFLNQAV4U5O5XL7AU7LYSL3Q,42,0,0,0
AE2WZCCUNKHNK3MB6D5ZHAVWUBAQ,42,0,0,0
AE2XAPAUAQIAMIMR5GNNHTVI2PRA,42,0,0,0
AE2XLWXW6ZNX3G2J3IYDNENNQPJA,42,0,0,0
AE2XNFCTZXR5ATG2B62NBED5YVKQ,42,0,0,0
AE2XOYSW22GQYCFJCHLWZRUQ767Q,42,0,0,0
AE2Y65TUWDN2XNN52KYH54APPTFA,42,0,0,0
AE2YD6RZWXBC6GDKMELBYX54GTAA,42,0,0,0
AE2YDIFROTMNPH64AND37L5VAEMQ,42,0,0,0
AE2YFHPGKFTV6IWQ6FJ3MILWYEXA,42,0,0,0
AE2YK5J35XALJ22Z4WG5BTM7K6SQ,42,0,0,0
AE2ZMLACD5CPEMTXPRPHFHSJG6OA,42,0,0,0
AE2ZYYLUVUHLL62QUWLS7UGLXUOQ,42,0,0.25595802,0.25595802
AE32CN4GJZHJIIJTVIH2ZEW2JMIQ,42,0,0,0
AE33IKDKSFQAVNNE4L5P733JYK5A,42,0,0,0
AE33RA33TKCALYIWW7LDXNSI4BQA,42,0,0,0
AE33TZYRE7ZLNAMF62XYX4CGL5QQ,42,0,0,0
AE356UB4IJ67MHUHVTIDEMNS6TQA,42,0,0,0
AE35ABQP6EKEHQKXSJXJQVHNFNSA,42,0,0,0
AE35GW66JBDWHO4O543KYWNR5DBA,42,0,0,0
AE36LJ3E7U7XV5XLJAULV3RS3SBA,42,0,0,0
AE36OKJQKTOXBBGEQU7MEAKMKX2A,42,0,0,0
AE36T27FKTUF5PSQC6YKKXB3OCLA,42,0,0,0
AE37IRRB65FBETEZMXBP6TSRS7HA,42,0,0,0
AE3A46OSSDAORR2VAPFUCCVLKRFQ,42,0,0,0
AE3AMIP7IFHPBAKP26DPNMMREGSA,42,0,0,0
AE3BHSYDAXZG2LUHSHHBW4TDDQSA,42,0,0,0
AE3BRGSQ4LSNQUORETJUS7PKBZ7Q,42,0,0,0
AE3C65KC5Z5EFPTLXUVX3USBCJ6A,42,0,0,0
AE3C77VJ5437DJ37MOCRGOP7RKQQ,42,0,0,0
AE3CDFLUXOHNDKDC36REZ2C55ZVA,42,0,0,0
AE3CWZKAYSVA43V6QYRHI5AM45DQ,42,0,0,0
AE3CXNY5DEMCF3X2D2HDL4EG6VEQ,42,0,0,0
AE3D2SUNHOFAT2FXNTYT647MJ4LQ,42,0,0,0
AE3D2W4666TAYSE7U7HI6GA3UX2Q,42,0,0,0
AE3D5PWK67GTBVGX4TKITQKWAFIQ,42,0,0,0
AE3FAEGMA6K2A7N44AF7VEHMEQCA,42,0.049712303,0.15758427,0.10787197
AE3H2GO6RH2ZL6OHLBAVSKEFDIHA,42,0,0,0
AE3HDGCTGTNSSSDO3FTSF7ADLKBA,42,0,0,0
AE3HFOXOL5XSDTR6ZMM3KQLUKP4Q,42,0,0,0
AE3HWKBEQELLBECVC4VDX3HVXL4A,42,0,0,0
AE3HZWWTQSKGESNLCJQOTPN2NT2Q,42,0,0,0
AE3I4JCUHHPBNUXC4K5KMBO3JJFA,42,0,0,0
AE3IANGXJADW3ONRF6AFK72NVOPQ,42,0.46927873,0.12681702,-0.34246171
AE3IM2DEHJFCUQY3JFJNTD5F46HQ,42,0,0,0
AE3JD23AH7O5D6HVLQQZWC2WSRGQ,42,0,0,0
AE3JDWVNPCOENCG57MBK66UHQCMQ,42,0,0,0
AE3JTOHQBMR6NJGGUN3MFQ6XT6VA,42,0,0,0
AE3JVMWOHQILHXLYYEITJ7CBXOTA,42,0,0,0
AE3KGLEJXBO2DCDHT34OVSE5Y6ZQ,42,0,0,0
AE3KRBULDIVNX5FPYFXUZRD7TVJQ,42,0,0,0
AE3L6TIPOX3PCWWEKRRM32YPNTXQ,42,0,0,0
AE3LKEZ4FU5OVZV3FB6NW4FGJWTQ,42,0,0,0
AE3M5UQJKG43PRIFOXJF6TN3FZYQ,42,0,0,0
AE3M7IDHC6UOZV6VNVQ4COQULREA,42,0,0,0
AE3MGXWKTN5LHYLRKDZUCYW6RWCA,42,0,0,0
AE3MJZF6COF7BIHCWU32WGXQF3QQ,42,0,0,0
AE3N4UAMIZXKJ37JMHPMKCYTQVIQ,42,0,0,0
AE3O7NJGWB7LCFQUAANZSHBUQHXQ,42,0,0,0
AE3PDWOS2O6AGJG2KY34DMHLCMWA,42,0,0,0
AE3PQYLL6OP2UTAFJJQJWHRADOAA,42,0,0,0
AE3PZLGWYUTI7A73FIEC6IQ4WG3Q,42,0,0,0
AE3Q2IEAEPKO2657BKVXG4KX2TZA,42,0,0,0
AE3QTAC2EQID4D6RXWQPZTAQMOPA,42,0,0,0
AE3QV7WOTB64G7V6BQ27PIHX764Q,42,0,0,0
AE3SJ2BOLEQI2OJMQOVYPR6Y7EFA,42,0,0,0
AE3SMB2E5BKFUVRDQ6XSKNFKKQOQ,42,0,0,0
AE3SUNNTIQXP3UYGYESJISUT4BNQ,42,0,0,0
AE3SVJPBWPIDEDLGDLCV5SBH7PPA,42,0,0,0
AE3T2OEB6IF23TQP44MUAOJPKT3Q,42,0,0,0
AE3TDVF6M5MAB6UK34376XCCHBBA,42,0.15693994,0,-0.15693994
AE3TINHKJFFMSF7BOZLAV44TU56Q,42,0.28906483,0,-0.28906483
AE3TOVINW7CYLN2MOAJ7ZWMCY22A,42,0,0,0
AE3TS5R65QSFTYKTSRHFXQKVR5IQ,42,0,0,0
AE3UPPYMOEIEUCJ33IBHUEBZZCKQ,42,0,0,0
AE3V5OX2TBVW5XCDYVNFIA7ZYE6A,42,0,0,0
AE3VP43ST2C3LC3LK266ZHQ5QIPQ,42,0,0,0
AE3VQJ4LTIOX4JXCAICEMH3HGOPQ,42,0,0,0
AE3W6IXWI45FUIU5VK6TEBI2EMLQ,42,0,0,0
AE3WFOBMEDLUY4YOOIBEKVYBI54A,42,0,0,0
AE3WPWZMSMWNXK7B24IHL6KK3TSQ,42,0,0,0
AE3XROIUIHODMUU67SFRYVQGX3LA,42,0,0,0
AE3XSZQLHPR6DJU6BJNRGJKQIHTA,42,0.59609574,0.40655431,-0.18954144
AE3Y65VROR3YICKMO6OJJ2LLN7RQ,42,0,0,0
AE3YCPQOJ377VGSOEAQSPZTA3LXQ,42,0,0,0
AE3YNEQPU3BX7JSGG72XU5V2GZTA,42,0,0,0
AE3Z4ZV2QZYZUDS6XQHLH52JYJRQ,42,0,0,0
AE3ZEOQFDN5U5Q72V4CZJVEGTLBQ,42,0,0,0
AE42BI576OZBVFR25I7GP2XK3PEA,42,0,0,0
AE42KVFUQRJNBQE5RHXEDRDZM5GQ,42,0,0,0
AE42TI46SJVLQSF5XLANIYG5VQQQ,42,0,0,0
AE43XP4GKKW35I4NEHOIFE4KEEMA,42,0,0,0
AE4472HML7ERIDI22CNKNPEPAX6Q,42,0,0,0
AE44AZASABI7RDT6WPP7ZYBHL2EA,42,0,0,0
AE44B5HW6Z2VPEJCHVXZ2O2YE2MQ,42,0,0,0
AE44BUR4PRHBAGE4D6RJOMHGF3SA,42,0,0,0
AE456URPRYXNJYGXBSDKU3GOKQFQ,42,0,0,0
AE47C7UCH25CZOSDB3ER3YYW6ZJA,42,0,0,0
AE47PAATZLMBYXHR6T4ZJKGY3A3Q,42,0,0,0
AE47PSWMDPB23O55AOMTONXOZTJA,42,0,0,0
AE4AQRMISJQBDISFTYE4COZHGLLA,42,0,0,0
AE4ARNXAJ7HQFBFPOAELFWVHVCLA,42,0,0,0
AE4AWH6VOLV4MBHPA6AZBH3LYADA,42,0,0,0
AE4BSYSLPHRVBXXPBBQ2KUJSRHNA,42,0,0,0
AE4CYOBQRF2JTMTJGEMRHW6QYQ7Q,42,0,0,0
AE4CZOBNIA2JBHSCGWURXDSFXFFA,42,0,0,0
AE4DM4KMMPFUBRP7AXEWQXPCVTGQ,42,0,0,0
AE4EFA6N7F3IVCURK4XFGJCAV5YQ,42,0,0,0
AE4EWURX4AHFPIBTS2BH3LU7HWRQ,42,0,0,0
AE4F2PKUKH5RTHCLQ47NJ4L3SPYQ,42,0,0,0
AE4F3MCVENYJVSTUK5EGLO27NN2Q,42,0,0.12011566,0.12011566
AE4FANPYZ6IUARTUYKGGXDCFUUCA,42,0,0,0
AE4FN47IOPN63ZFGGYNMY7RLMODA,42,0,0,0
AE4H6VIEZXVFJHZRKVTZULNZAUEA,42,0,0,0
AE4IGE7GKI5OZVEEH3J3QS4QKDCQ,42,0.1418689,0.61314719,0.47127829
AE4IHSLWF7AELXBQBZHHXDGFHVEA,42,0,0,0
AE4IRMW2OC7YHBDCFLX6FRPHLTJA,42,0,0,0
AE4JLJD5TMURJYY45QQQFKXMBN6Q,42,0,0,0
AE4JVWH226URZI6AHA3ELNL74LHQ,42,0,0,0
AE4JY2AMAZ76UC5XAOVYLUC6E7YQ,42,0,0,0
AE4K4MKL3Q56ENMX4ZWTXKGAW4GA,42,0,0,0
AE4KAFARYKC3DCLNIFGIO5VGRXNQ,42,0,0,0
AE4KCU73O4KSJOQKPLC5BG4B7RKQ,42,0,0,0
AE4KQ45U5PV2LEKFZP3RUM5L7JYA,42,0,0,0
AE4KTQ2XIHD4TMVEFLRQXYMY4EKQ,42,0,0,0
AE4KWO3RABQNQYV7PDKUTOWYT3ZQ,42,0,0,0
AE4LGWEQHGH3GNC3YEIWKBSZN34Q,42,0,0,0
AE4LX3GCVHJIMCM4DIJZCWO7RCKQ,42,0,0,0
AE4M2L7F7XWJ33HWELWV6POXKI4Q,42,0,0,0
AE4MJMVGUT2QEOMW5KZPTTPIE57A,42,0,0,0
AE4MKAG3OE2ZDHZ3KKEIV5X7CO2Q,42,0.29608191,0.20210735,-0.093974564
AE4MOAE7RHVOMV73NVSEBV2BVL6Q,42,0,0,0
AE4MTQ2PWHHE3I4UI56AYFDOE3PA,42,0,0,0
AE4MY7HNF4AGODGNNYOSAQ5NOW3Q,42,0,0.35620719,0.35620719
AE4NJJMFKOVWJEJFQTAN3RCUDM2A,42,0,0,0
AE4NVX4JO4K43BCBBYG4GRTNBYFA,42,0,0,0
AE4PLWS7TUR2S6CCJ5QILI5FUDAQ,42,0,0,0
AE4PZS5WT24ABUJ3ZKPH5QMO355Q,42,0,0,0
AE4QBSUQ4TQSHRDMXE6CIDICH4SQ,42,0,0,0
AE4QCHQLG2IGVT2Q4GKLWAHCE76Q,42,0.5,1,0.5
AE4QGBIDKHKW6HIBMC4JWFO7JVGA,42,0,0,0
AE4QNH3AHRLC323DP77UZBB42RPA,42,0,0,0
AE4QO4BZ4S4DD3A2EXHUCIECTYWA,42,0,0,0
AE4RKZEJZTCRXGXNYGLHD2OI72GA,42,0,0,0
AE4RRDHNBDJGB6SVCT3RP5M56HTA,42,0,0,0
AE4SHFVBCNMZQ3W72LGI2SWBZZCQ,42,0,0,0
AE4SJHC3MVIXAYW2AN3JMCNKXMHQ,42,0,0,0
AE4TVQ7FCDSHROHI6ZPYYCGOE25A,42,0,0,0
AE4UO3PY4NLTCUP72U2BJB7RSVSQ,42,0.11284514,0.39038005,0.27753491
AE4UWGB5B2CLUTKCVLMIYEQ3DEWQ,42,0,0,0
AE4VA657WXKCLHTYZSMLWBYFG53Q,42,0,0,0
AE4VNCNZ5XJON3GQWHFJPZ626HVQ,42,0,0,0
AE4VRWVBWNDSAKLC67RMU2F6URSA,42,0,0,0
AE4VWH5WCAXWGLMNABHNBPM44SSA,42,0,0,0
AE4W7LM25W736C5YKUQLYZATGQRA,42,0.23981247,0,-0.23981247
AE4WVNSKG2LF5ETSZ35WIYKE5Y2Q,42,0,0,0
AE4XDOLOLDHCE3JLFPIOCU2CDPVQ,42,0,0,0
AE4XDZFE4PHSPEXLDZHUOPH4GB6Q,42,0,0,0
AE4XN7O6HNG37S4MYBUCWOAZGNJQ,42,0,0,0
AE4XOOU2BEBJRYHCG3T5ACKHCJKA,42,0,0,0
AE4YEG4EFLN4INIVMM6UKZIY22JQ,42,0,0,0
AE4YSOHP7BLDTV6QTCBA3V3G43UQ,42,0,0,0
AE4ZBN2QTKE5ESCU35FACEFSA5BQ,42,0,0,0
AE4ZHMTUJZKVNPRTAVPTOTMMTHQA,42,0,0,0
AE4ZQIF6ZKUEYVDQAWHL6BTQIJTQ,42,0,0,0
AE4ZSRHD63WCIXBNON4FGFTAQWXQ,42,0,0,0
AE4ZYTUCC2SFJYDYRXSADKZGMZIA,42,0,0,0
AE52BZKJ3LTJXJ63DHHMYUFPD2AQ,42,0,0,0
AE53AVIEMEFU245TVANDSUXTHP3Q,42,0.63092975,0,-0.63092975
AE53RLEZTRUC7VT2U4PD4TQXG2MA,42,0,0,0
AE53VNROE234F6NUK7C3OGPDVVXQ,42,0,0,0
AE54IMZ2GQVKPPOYCGST5CJ4MIDA,42,0,0,0
AE54JBPKFCI4YFDXLB27AFLFEGJA,42,0.24630239,0.1175161,-0.12878628
AE54UKR44VONMRNQJF2NLKTVOEMA,42,0,0,0
AE55CHJUYUWCUVEJMOSW56GOKGPA,42,0,0,0
AE55G4OTOYBICN4RM47PBZB57NLQ,42,0,0,0
AE55PKRB222HYOGWLNFCQF7X7BGA,42,0,0,0
AE562GNHYWYZVZ3FTSAA4RRPN6GA,42,0,0,0
AE57LNFBGUU54D7ZEOKRKPTA3TGQ,42,0,0,0
AE57M4OATLOVX2BJBUZYHTXUMTBQ,42,0,0,0
AE57YHJ2QXCKLDG7XKOJORM7P7CA,42,0,0,0
AE5ANO6QH4JJEJQDR6ZQ4DFSND4Q,42,0,0,0
AE5BBWH4LVBB64GNWI3OYK73YYDA,42,0,0,0
AE5BGFIH7GRSAPZ76TUA2D224CJA,42,0,0,0
AE5BZCPEWZ6G44ILGZVE2GFQPMBQ,42,0,0,0
AE5C3LSDPCYHUW5Y75UDC6MLTW4A,42,0,0,0
AE5CG5J32MEINSPVKINSGFE3XUMA,42,0.11253889,0,-0.11253889
AE5CPFXQA5DZAQNSYN4AVZVNFFNA,42,0,0,0
AE5D23U7IBVPCKOZFSYJOKXZ7BDA,42,0,0,0
AE5D5Q2I4H7CLGGXKPQPMXOG6JLA,42,0,0,0
AE5DTI6CKNZA3X25WCUNACSJB6YA,42,0,0,0
AE5DZ2FONRSFQHWUHZCO6WDOAJSA,42,0,0,0
AE5EZU2UU6F5VPJOHTEUZRBFXYQA,42,0,0,0
AE5FDKDFAOI5U6LVCN5TWOSXR5QA,42,0,0,0
AE5FHN7H7BXYLUCX72M3NRRUSC3A,42,0,0,0
AE5GBPYWQ4YOGQQ6IFS5PYNNBP7Q,42,0,0,0
AE5GU6FB5WPUSX37JGGNXLS5MNLQ,42,0,0,0
AE5HAZHP4XC5MRVLEMNU3ZUBAYRQ,42,0.047934103,0,-0.047934103
AE5HE2J2ENRVTU5ARQHTQ7LDT7GA,42,0.20210735,0,-0.20210735
AE5HQNBT2BQEUKF7ZGWJKOTDQ63A,42,0,0,0
AE5IWOCM73EZDDKCW3X5CSREOBNQ,42,0,0,0
AE5JCCA2N6PYD3CRPPAHMEW7TYSA,42,0,0,0
AE5JOTF5QXYCNLX2GBZZEE7ZH2EQ,42,0,0,0
AE5KHUZVHNQ7BJMZT74FSSUVFL4A,42,0,0,0
AE5KMHTBVVH4B4TDRKLTR5HQXJVA,42,0,0,0
AE5LHFXI2Q5M6XDYV43OPBU24OPA,42,0,0,0
AE5M5FAY24BKVCLNVBFXVXVWGZZA,42,0,0,0
AE5M7M2VYMM3WHJIBLCHHEU7UOXQ,42,0,0,0
AE5MM5FGVZCIPU5325CBSL6BL76A,42,0,0,0
AE5NEQJNQW6QRG5PMJ2ZIAU7SMDA,42,0,0,0
AE5NQVLXJXEU724FXHOUZJE4F3YA,42,0,0,0
AE5O27R2FHG53B7QYFHZQ3UKZHZQ,42,0,0,0
AE5OB2FVKLVFTZ4INYGEIVGHQZBA,42,0,0,0
AE5OBXTFPQPBKLJP27BSIUJ7PVOQ,42,0,0,0
AE5OO7J6HAVLUHI3Q6ZNO57H7YHQ,42,0,0,0
AE5OOOZ5M3Z3DJEWWTN3MI5TPOOQ,42,0,0,0
AE5OTSYIJLVZKOBCNLFJXTU7P3OA,42,0,0,0
AE5Q3WMJ6IH5ACYWTI7NB7OF66HA,42,0,0,0
AE5QGI3LEGABQCIR6DVVDCW5RCAQ,42,0,0,0
AE5QTCNQJHUN6ABZ5JFMHVKEUGJQ,42,0,0,0
AE5R27BXMPEREQP7YMRBSL7GP2VA,42,0,0,0
AE5RCE4MKW376CVHDFT6L4C6Y54Q,42,0,0,0
AE5RYV66WI73NDS2TLVZDHVOWIYA,42,0,0,0
AE5RZ4YAQ4LSRNZZ7ZHQYDLPY2TA,42,0,0,0
AE5SBJU3FHPUPVNHHYTUNTVWJNIA,42,0,0,0
AE5SNZ7D2XEN4VG43VNBKMYOIJAA,42,0,0,0
AE5SPF5OFXGZWWK73ZGRN7VMQIPQ,42,0.15693994,0.23719771,0.080257768
AE5SQ5STT4PLUF3EMGCFGFXMEENA,42,0,0,0
AE5SXFFFMGVOVGYJHV7FHZOXQUZA,42,0,0,0
AE5T7QDZ6MTJK5OAYZYEEQSHRKTQ,42,0,0,0
AE5TCWE4PMJF2HJ4NT4E7FSYLXKQ,42,0,0.14126697,0.14126697
AE5TMXWW2RLN54TEDUSNIW2YWDWQ,42,0,0,0
AE5TO6E7PWKY2XLICLWAURBIMCNA,42,0,0,0
AE5U6336OWAKSKEXVS7NANMCLHDA,42,0,0,0
AE5VHLR5O3SF45SPFPTAYCTMSNNQ,42,0,0,0
AE5W2QWT3HYFN6DIIE7H27N7Z7EQ,42,0,0,0
AE5W6KJDBGJMDB7AKTFD73SGYTLA,42,0,0,0
AE5WCZIIV2O46FSFHJJVVWEYD55A,42,0,0,0
AE5WELMZIZEH6RVVXTPBOC6SI6TA,42,0,0,0
AE5WQX6WYURCCQEMGRCDXWSUDQTA,42,0,0,0
AE5WT4I5KWJIHMOXHHH3CVQHKK6Q,42,0,0,0
AE5WVCBEUK4L7WNWXS75VVKGZJCQ,42,0,0,0
AE5X33ESZKVXDDTS2K4UKSWLJPEA,42,0,0,0
AE5XEKJD3KRMAYNOLHSC2BM33C4Q,42,0,0,0
AE5YQFQDVD5PAEI3BBA5AXOD27WA,42,0,0,0
AE5Z5DRPLTRQJTUM2NO76ZAWO7SA,42,0,0,0
AE5ZK6HKKUPGSZYGTHZIEZYPPSTQ,42,0,0,0
AE62AWIX24F2K7E6UGWONYSPOF5Q,42,0,0,0
AE62VRSA323EJNLUAK2JRM5A7FSA,42,0,0,0
AE63JPP3G4TPT6ABZ7LS2LTNXN7Q,42,0,0,0
AE64C6ZCEZDQV34YJEOYGSA7ML4A,42,0.26264954,0,-0.26264954
AE64JD3FHGKUJN7MLMW6JUMXGHGQ,42,0,0,0
AE64TRFDQJE2AJGJEEKZOMIUNZMA,42,0,0,0
AE65MPP4NPOTV4UTGG7QXR6TBVRQ,42,0,0,0
AE66LP7LNSA7SLDPGCDKN5N5DHZQ,42,0,0,0
AE66V3YMDSGLQQL5YO6CKJTRSDGA,42,0,0,0
AE67TMIITWIE5JJ4B5AHMSVDCP3A,42,0,0,0
AE6A5HXEBXBURZUMAX3NQBRGUQTQ,42,0,0,0
AE6AQ4QE756A53HDG4Z4C3HVWQUQ,42,0,0,0
AE6BMPDAOATOLKJHT3EU6VY5ZOSA,42,0,0,0
AE6BN6X3YWP4YSFT7CU3T5BO6VCA,42,0,0,0
AE6BUMQYULISRVWYVGYTKLVQOYVA,42,0,0,0
AE6CFH2Y3X3SVBYDLZTF35E4XYHQ,42,0,0,0
AE6CV65S2R2DCX2GU4SISZ3ZSBHA,42,0,0,0
AE6D27GXAQIL2V4WUDO3I6N5IJOQ,42,0,0,0
AE6DKXVU26F3IRFNOETG3UG5KJCA,42,0,0,0
AE6DOBADBML46ZT6WS4YUJPD6I7A,42,0,0,0
AE6DTBS23Z56AVBWKDNGLA6RII5Q,42,0,0,0
AE6DWW6NNG3B2GKDZKHE33A3S4BA,42,0,0,0
AE6E6N27YBWM3PPG4QJ24AQOXH4Q,42,0,0,0
AE6ED7HYFC7PJIXLJYDV2RTESUGQ,42,0,0,0
AE6EFD4PXFTWN6SGFO75MGZUGH7Q,42,0,0,0
AE6ESWAKNFZQVOVXR6W2DLCUFHWA,42,0,0,0
AE6EZ7Y5IUF47MU7LYRTCCB4JTPA,42,0,0,0
AE6F66NRMSZJ3I67VALVQU7BNEVA,42,0,0,0
AE6F6FUF2XLO7544DKKS3PJQCSPA,42,0,0,0
AE6FCVLE4YNTX5OV2Q2DCXDLGFWA,42,0,0,0
AE6FG7KSRNWISD3RMUSK5TQBAHCQ,42,0,0,0
AE6FIZAM66NZKSCTWWW4XHSJGQEQ,42,0,0,0
AE6FYIXZ6GT3S65GZ5EVWXGZKKIQ,42,0,0,0
AE6FZGPKL6HMMPXZIPGRNCDERM2Q,42,0,0,0
AE6GC6SY4C6GQGCQJIEYCEOI6JGA,42,0,0,0
AE6GK4JR7XIOJY357OBCEGVIEAJQ,42,0,0,0
AE6GYEFNZND35NMSLEJJ34UQHFEA,42,0,0,0
AE6H2K4JTURST76CHBETU3FNBYFQ,42,0,0,0
AE6H7S7TMQBQQT5NT5YIMU5UWR5Q,42,0,0,0
AE6HJJHDFOWCHA23CD7UER7OGEOQ,42,0,0,0
AE6I3AF322LOZMMPGEG6XE5JTTWA,42,0,0,0
AE6I5LKUHS5XRKONISAD4YGZFBZQ,42,0.23719771,0,-0.23719771
AE6IUMN2ED32UP4KUG4BLC4Z7MUA,42,0,0,0
AE6IWTXL5AAAMT7QRT4CDAQYZZMQ,42,0,0,0
AE6J2VIYFKCQHN2Y2TDXYVZPTKRA,42,0,0,0
AE6JECOXH2TLIOJS74IN4DCFD5ZA,42,0,0,0
AE6LE7WM2BJXP4ALXDFGKBJOPDWQ,42,0,0,0
AE6LECPTBZ4EX3YWHLTGWIFGHL3A,42,0.28906483,0,-0.28906483
AE6M333M3354ITR4SDEGZE5OYDNA,42,0,0,0
AE6MIZKTHXXZ5Z434LY2N2U36J5A,42,0,0,0
AE6MLOEM4IGAK55SL2FTU5TFDCRQ,42,0,0,0
AE6NL7YSFPKG4ARWMJNJAVJ74ETQ,42,0,0,0
AE6NNEIVXLMSGFN2WMG6VGIX5QXA,42,0,0,0
AE6NTH4FUHGRA6CNQJYGACCZVEPA,42,0,0,0
AE6OSVD4NZNZBPJUIJO64GQEOIRQ,42,0,0,0
AE6OTHN2KBTVUNADDXSOX6CAK2FA,42,0,0,0
AE6P33WLC3I4Y5QB5KKFXKI3RZ3A,42,0,0,0
AE6PRPGIKVFCFGO6GW6OMH6JAPWQ,42,0,0,0
AE6Q2M25II5M5QYWITU6DB47AL6A,42,0,0,0
AE6QB7BHX7EZ2DIQRV4EQNVRPQWA,42,0,0,0
AE6QEJVQZUKSKSBK7ESJP2YB6RAQ,42,0,0,0
AE6R5VSHXSCOZJBEJY7BCRM7A6OQ,42,0,0,0
AE6RZAFZLOIDC6SXLVYOPZYQDDHQ,42,0,0,0
AE6TAQQFAJJ2NCMAIIJODGHKBAVA,42,0,0,0
AE6TDY42QXG5CARTLBYHR3WPNXCQ,42,0,0,0
AE6TUVV52EFBRCIFDSNNCT23FZSQ,42,0.12011566,0.13565197,0.015536318
AE6U52WF3MGY4PJCGP6SRRJEH5SQ,42,0,0,0
AE6U5VYIPRIIEF4YHY3PYJUD35XQ,42,0,0,0
AE6VG5XHCWOYZH2OUIGYRY63ADHA,42,0,0,0
AE6VORGXXJ6QYVDFLE6SU7VMPKNQ,42,0.093363882,0.093363882,0
AE6W2MNQMAOGTSUMHWAI25DTLGAQ,42,0,0,0
AE6X5UFHFI2AZK5TWQRFCGZP4PUA,42,0,0,0
