raw_user_id,seed,uniform NDCG@20,past-only NDCG@20,diff
AE5EBHD3TJE2HRZACK56GUGAS7YQ,42,0,0,0
AE5ESL52LWWBJTSFOAXSFZA3XCGQ,42,0,0,0
AE5ESXUP7GKALU5ZRFT3SW7ZW7HA,42,0,0,0
AE5F4DEKKM7O2KYFQL7DSXNBVMKQ,42,0,0,0
AE5FBXDYIGUFNXCNPMAQMLDZ5GCA,42,0,0,0
AE5FDKDFAOI5U6LVCN5TWOSXR5QA,42,0,0,0
AE5FUBZKWL2Y4AMVK27WQL5VEVFA,42,0,0,0
AE5GA43EY4WXNAKZC3DVNMBVAR5A,42,0,0,0
AE5GEGOV3K3LNIG45Z7SFL6XHJ2Q,42,0,0,0
AE5GFX6E6BIR6H42PWOH4WRVH5NA,42,0,0,0
AE5GHC4NRPFOHCLIRG4K2O5BZOOQ,42,0,0,0
AE5GHFQZ6IXM4QNYTLTYJO24KQZQ,42,0,0,0
AE5GINQDEKV3ASDSJZFPKD2YE45A,42,0,0.3065736,0.3065736
AE5GKD4ZVZZGJ2UO6ENWTJGBVRNA,42,0,0,0
AE5HCR2KNXLMIDYLFIP4RCCIDG6Q,42,0,0,0
AE5HEWXAPRXCXIH6K5IAXBN5QZJA,42,0,0.10889376,0.10889376
AE5HGA2QCG3524I3AERT4XO25XDQ,42,0,0,0
AE5HRIG2ELIZGMGHBBWPDGATEOSQ,42,0,0,0
AE5HZTABT3GGJPQHTJM2VL7S6PUQ,42,0,0,0
AE5IAULAW2NWLHXBP56EKPXI63UA,42,0,0,0
AE5ICQIZJ4QZSRU4CPLJKPTPFNGA,42,0,0,0
AE5IMGWRBJA7JQFBQTBK25HDYGVA,42,0,0,0
AE5IMUX2YXCF2IPE4KMFXFWADXUA,42,0,0,0
AE5J26HYYGWENGIKQIHGM7X6OBFQ,42,0,0,0
AE5JCLDSEPCZZ6HJIU2IXP7T2LQQ,42,0,0,0
AE5JID53RU5QSGQPAA5HPAGHHL7Q,42,0,0,0
AE5JKXQUHDNOP5VDCTMCQOGCKB2A,42,0.13959537,0.1845757,0.044980323
AE5JYZ4CSRJNOAIUBPXESEQ3OA7A,42,0,0,0
AE5KEJBHOXO2FG42O4MW4Z6XJN6A,42,0,0,0
AE5KINSX32OSCVZQOYN7Q4XV56IA,42,0,0,0
AE5KIZOIEXO4PMZLMNKX5XTZTA6Q,42,0,0,0
AE5KWBDVRSZOUZSUQRKHZPPDRF3Q,42,0,0,0
AE5L46GPYPV5V327YOZ3WBO4LY2Q,42,0,0,0
AE5LAI4OITCN4KKYSHNMVJ5M5P5A,42,0,0,0
AE5LF7AXSOYKEVQUEZRZQWTB7IQQ,42,0,0,0
AE5LJ2GJEOQD4E6KOE5IJZGVPB4Q,42,0,0,0
AE5LXQQK3MPEW3ZPOL3VYD2FWIKA,42,0,0,0
AE5MYIUHLA3BAMM2MFJXJQN6UPRQ,42,0,0,0
AE5N33VFJD4WADAY3UZI6QKCUBSQ,42,0,0,0
AE5NJOOJFMYL6Q3EBGZX5WT2GDOA,42,0,0,0
AE5NL2CCHI2JLN2OHFGQW7OAN5AQ,42,0,0,0
AE5NN7FKRV763FZBOROTO5LSBVBA,42,0,0,0
AE5NQTLQNX4JKBOAFJLXBDQTNKOQ,42,0,0,0
AE5NYVIFXVGMR62VAY6ZWEQYP3OA,42,0,0,0
AE5OQ7I4BVE4I3EON6DXOTE6TXEA,42,0,1,1
AE5PJHGV2MX6EFT4ARDBMYJKQKBQ,42,0,0,0
AE5QTHRJ7YD6XE257FDTMJTLWW6A,42,0,0,0
AE5QTNSIN4GQWXNW4J6WMMFKVNEQ,42,0,0,0
AE5QUYCE5ZNL7YT2FSFRQMHMCR5A,42,0,0,0
AE5R3WBD7BSSWJ4F3PE5ICQHUCDQ,42,0,0,0
AE5RFLGK73ZY4LCRXE3B6WS2HA3A,42,0,0,0
AE5RGINONRFNNMQ4FOWQUZOQB5PQ,42,0,0,0
AE5RGKIXFQ7MRQ5CXSADWY5SDC5Q,42,0,0,0
AE5RI4VACJKQXNE2TLJ2IB7DEHAQ,42,0,0,0
